web-scraper-order,web-scraper-start-url,paging,paging-href,links,links-href,title,price,priceWas,Rating,Rating_Count,discount
"1666980522-206","https://www.noon.com/egypt-en/sports-and-outdoors/exercise-and-fitness/yoga-16328/?limit=150&sort%5Bby%5D=popularity&sort%5Bdir%5D=desc","","","body heart Yoga Ball
With Air Pump - 85 c……EGP 220.00 3.614","https://www.noon.com/egypt-en/yoga-ball-with-air-pump-85-cm-85centimeter/N16529626A/p/?o=c1989f1c755e6b3c","Yoga Ball With Air Pump - 85 cm 85centimeter","EGP 220.00 (Inclusive of VAT)","null","3.6","14 Ratings","null"
"1666980527-207","https://www.noon.com/egypt-en/sports-and-outdoors/exercise-and-fitness/yoga-16328/?limit=150&sort%5Bby%5D=popularity&sort%5Bdir%5D=desc","","","USE CODE DISC50 - BUY FOR 500 & GET 50 OFFAthlete Home Athlete
Home Foam Roller 3……EGP 300.00","https://www.noon.com/egypt-en/athlete-home-foam-roller-33-cm-new-shape/Z066D0A72E0493F0F4E06Z/p/?o=z066d0a72e0493f0f4e06z-1","Athlete Home Foam Roller 33 Cm New Shape","EGP 300.00 (Inclusive of VAT)","null","null","null","null"
"1666980532-208","https://www.noon.com/egypt-en/sports-and-outdoors/exercise-and-fitness/yoga-16328/?limit=150&sort%5Bby%5D=popularity&sort%5Bdir%5D=desc","","","USE CODE DISC50 - BUY FOR 500 & GET 50 OFFAthlete Home
Exercise Mat 5Mm E……EGP 228.00","https://www.noon.com/egypt-en/exercise-mat-5mm-eva/Z7A2D36755772059676BEZ/p/?o=z7a2d36755772059676bez-1","Exercise Mat 5Mm Eva","EGP 228.00 (Inclusive of VAT)","null","null","null","null"
"1666980537-209","https://www.noon.com/egypt-en/sports-and-outdoors/exercise-and-fitness/yoga-16328/?limit=150&sort%5Bby%5D=popularity&sort%5Bdir%5D=desc","","","SportQ Resistant
Training Belts With I……EGP 99.00","https://www.noon.com/egypt-en/resistant-training-belts-with-instruction-manual-and-carrying-case/N51628927A/p/?o=e5a0392776fbdb3e","Resistant Training Belts With Instruction Manual And Carrying Case","EGP 99.00 (Inclusive of VAT)","null","null","null","null"
"1666980543-210","https://www.noon.com/egypt-en/sports-and-outdoors/exercise-and-fitness/yoga-16328/?limit=150&sort%5Bby%5D=popularity&sort%5Bdir%5D=desc","","","USE CODE DISC50 - BUY FOR 500 & GET 50 OFFAthlete Home Athlete
Home Exercise Mat ……EGP 200.00","https://www.noon.com/egypt-en/athlete-home-exercise-mat-6-mm-colors-pvc/Z11FE3A106A39380426F7Z/p/?o=z11fe3a106a39380426f7z-1","Athlete Home Exercise Mat 6 mm colors PVC","EGP 200.00 (Inclusive of VAT)","null","null","null","null"
"1666980549-211","https://www.noon.com/egypt-en/sports-and-outdoors/exercise-and-fitness/yoga-16328/?limit=150&sort%5Bby%5D=popularity&sort%5Bdir%5D=desc","","","USE CODE DISC50 - BUY FOR 500 & GET 50 OFFAthlete Home
Exercise Mat …EGP 400.00","https://www.noon.com/egypt-en/exercise-mat/Z29964C733A5C7E836CE0Z/p/?o=z29964c733a5c7e836ce0z-1","Exercise Mat","EGP 400.00 (Inclusive of VAT)","null","null","null","null"
"1666980554-212","https://www.noon.com/egypt-en/sports-and-outdoors/exercise-and-fitness/yoga-16328/?limit=150&sort%5Bby%5D=popularity&sort%5Bdir%5D=desc","","","HEATS Yoga Foam
Roller 8316 …EGP 145.00","https://www.noon.com/egypt-en/yoga-foam-roller-8316/Z552B23900E7F39470BDEZ/p/?o=z552b23900e7f39470bdez-1","Yoga Foam Roller 8316","EGP 145.00 (Inclusive of VAT)","null","null","null","null"
"1666980560-213","https://www.noon.com/egypt-en/sports-and-outdoors/exercise-and-fitness/yoga-16328/?limit=150&sort%5Bby%5D=popularity&sort%5Bdir%5D=desc","","","LIXADA 11-Piece Yoga
Resistance Belt With……EGP 250.00EGP 28813% Off 4.464","https://www.noon.com/egypt-en/11-piece-yoga-resistance-belt-with-bag-22x6x19-00centimeter/N37380614A/p/?o=c672b23f5ce8f72a","11-Piece Yoga Resistance Belt With Bag 22x6x19.00centimeter","EGP 250.00 Inclusive of VAT","EGP 288.00","4.4","64 Ratings","13% Off"
"1666980566-214","https://www.noon.com/egypt-en/sports-and-outdoors/exercise-and-fitness/yoga-16328/?limit=150&sort%5Bby%5D=popularity&sort%5Bdir%5D=desc","","","USE CODE DISC50 - BUY FOR 500 & GET 50 OFFAthlete Home
Exercise Mat 6Mm E……EGP 250.00","https://www.noon.com/egypt-en/exercise-mat-6mm-eva/Z30A2A55BC86E35634D6CZ/p/?o=z30a2a55bc86e35634d6cz-1","Exercise Mat 6Mm Eva","EGP 250.00 (Inclusive of VAT)","null","null","null","null"
"1666980572-215","https://www.noon.com/egypt-en/sports-and-outdoors/exercise-and-fitness/yoga-16328/?limit=150&sort%5Bby%5D=popularity&sort%5Bdir%5D=desc","","","DECATHLON Pilates
Floor Mat 180 Cm X ……EGP 1099.00","https://www.noon.com/egypt-en/pilates-floor-mat-180-cm-x-63-cm-x-15-mm-mat/ZB57DA10D7D4550800DF1Z/p/?o=zb57da10d7d4550800df1z-1","Pilates Floor Mat 180 Cm X 63 Cm X 15 Mm Mat","EGP 1099.00 (Inclusive of VAT)","null","null","null","null"
"1666980582-216","https://www.noon.com/egypt-en/sports-and-outdoors/exercise-and-fitness/yoga-16328/?limit=150&sort%5Bby%5D=popularity&sort%5Bdir%5D=desc","","","Generic Exercise
Pilates Ring Mauve 1……EGP 119.20 5.01","https://www.noon.com/egypt-en/exercise-pilates-ring-mauve-14inch/N40325371A/p/?o=eda8dbb4865fe64d","Exercise Pilates Ring Mauve 14inch","EGP 119.20 (Inclusive of VAT)","null","5.0","1 Rating","null"
"1666980587-217","https://www.noon.com/egypt-en/sports-and-outdoors/exercise-and-fitness/yoga-16328/?limit=150&sort%5Bby%5D=popularity&sort%5Bdir%5D=desc","","","Spurt Yoga Mat …EGP 210.00","https://www.noon.com/egypt-en/yoga-mat/N44713805A/p/?o=ccd8c2fa826befcb","Yoga Mat","EGP 210.00 (Inclusive of VAT)","null","null","null","null"
"1666980592-218","https://www.noon.com/egypt-en/sports-and-outdoors/exercise-and-fitness/yoga-16328/?limit=150&sort%5Bby%5D=popularity&sort%5Bdir%5D=desc","","","USE CODE DISC50 - BUY FOR 500 & GET 50 OFFAthlete Home Athlete
Home Balance Pad …EGP 200.00","https://www.noon.com/egypt-en/athlete-home-balance-pad/Z1E266EE7C4B2C3B31C1FZ/p/?o=z1e266ee7c4b2c3b31c1fz-1","Athlete Home Balance Pad","EGP 200.00 (Inclusive of VAT)","null","null","null","null"
"1666980598-219","https://www.noon.com/egypt-en/sports-and-outdoors/exercise-and-fitness/yoga-16328/?limit=150&sort%5Bby%5D=popularity&sort%5Bdir%5D=desc","","","USE CODE DISC50 - BUY FOR 500 & GET 50 OFFAthlete Home Athlete
Home 5mm Mat Wit……EGP 200.00 5.01","https://www.noon.com/egypt-en/athlete-home-5mm-mat-with-bag/ZFD53502DB9233410B847Z/p/?o=zfd53502db9233410b847z-1","Athlete Home 5mm Mat With Bag","EGP 200.00 (Inclusive of VAT)","null","5.0","1 Rating","null"
"1666980604-220","https://www.noon.com/egypt-en/sports-and-outdoors/exercise-and-fitness/yoga-16328/?limit=150&sort%5Bby%5D=popularity&sort%5Bdir%5D=desc","","","Miniso MINISO
Sports-High-density ……EGP 190.00","https://www.noon.com/egypt-en/miniso-sports-high-density-yoga-block-purple/Z0442E166CF6B84C5FFB8Z/p/?o=z0442e166cf6b84c5ffb8z-1","MINISO Sports-High-density Yoga Block Purple","EGP 190.00 (Inclusive of VAT)","null","null","null","null"
"1666980609-221","https://www.noon.com/egypt-en/sports-and-outdoors/exercise-and-fitness/yoga-16328/?limit=150&sort%5Bby%5D=popularity&sort%5Bdir%5D=desc","","","USE CODE DISC50 - BUY FOR 500 & GET 50 OFFAthlete Home Athlete
Home 5mm Mat Wit……EGP 200.00 5.01","https://www.noon.com/egypt-en/athlete-home-5mm-mat-with-bag/Z3E1423A1CF26E531378CZ/p/?o=z3e1423a1cf26e531378cz-1","Athlete Home 5mm Mat With Bag","EGP 200.00 (Inclusive of VAT)","null","5.0","1 Rating","null"
"1666980614-222","https://www.noon.com/egypt-en/sports-and-outdoors/exercise-and-fitness/yoga-16328/?limit=150&sort%5Bby%5D=popularity&sort%5Bdir%5D=desc","","","SportQ Non Skid
Yoga Mat Nitrile Rub……EGP 275.00","https://www.noon.com/egypt-en/non-skid-yoga-mat-nitrile-rubber-home-gym-exercise-10mm/N52752347A/p/?o=ab7b7405dbc46d5b","Non Skid Yoga Mat Nitrile Rubber Home Gym Exercise 10mm","EGP 275.00 (Inclusive of VAT)","null","null","null","null"
"1666980620-223","https://www.noon.com/egypt-en/sports-and-outdoors/exercise-and-fitness/yoga-16328/?limit=150&sort%5Bby%5D=popularity&sort%5Bdir%5D=desc","","","TPE Yoga Mat
(Double-layer) 6mm …EGP 289.00","https://www.noon.com/egypt-en/yoga-mat-double-layer-6mm/N44711381A/p/?o=d0e1261854b82d1d","Yoga Mat (Double-layer) 6mm","EGP 289.00 (Inclusive of VAT)","null","null","null","null"
"1666980626-224","https://www.noon.com/egypt-en/sports-and-outdoors/exercise-and-fitness/yoga-16328/?limit=150&sort%5Bby%5D=popularity&sort%5Bdir%5D=desc","","","USE CODE DISC50 - BUY FOR 500 & GET 50 OFFLiveup Mat LS3258 …EGP 450.00","https://www.noon.com/egypt-en/mat-ls3258/Z883B7DA07400D7DEE150Z/p/?o=z883b7da07400d7dee150z-1","Mat LS3258","EGP 450.00 (Inclusive of VAT)","null","null","null","null"
"1666980631-225","https://www.noon.com/egypt-en/sports-and-outdoors/exercise-and-fitness/yoga-16328/?limit=150&sort%5Bby%5D=popularity&sort%5Bdir%5D=desc","","","UFIT Anti Slip
Carrying Bag With St……EGP 350.00","https://www.noon.com/egypt-en/anti-slip-carrying-bag-with-strap-yoga-mat-1-cm/N43217994A/p/?o=cc454bbbc78e950f","Anti Slip Carrying Bag With Strap Yoga Mat 1 cm","EGP 350.00 (Inclusive of VAT)","null","null","null","null"
"1666980635-226","https://www.noon.com/egypt-en/sports-and-outdoors/exercise-and-fitness/yoga-16328/?limit=150&sort%5Bby%5D=popularity&sort%5Bdir%5D=desc","","","BODY SCULPTURE
Yoga Mat …EGP 469.00EGP 61023% Off","https://www.noon.com/egypt-en/yoga-mat/N52252532A/p/?o=fd525e84e5c03cac","Yoga Mat","EGP 469.00 Inclusive of VAT","EGP 610.00","null","null","23% Off"
"1666980640-227","https://www.noon.com/egypt-en/sports-and-outdoors/exercise-and-fitness/yoga-16328/?limit=150&sort%5Bby%5D=popularity&sort%5Bdir%5D=desc","","","TPE Yoga Mat
(Double-layer) 6mm ……EGP 310.00","https://www.noon.com/egypt-en/yoga-mat-double-layer-6mm-orange-90-190-6cm/N44711457A/p/?o=b926031e14bcf00e","Yoga Mat (Double-layer) 6mm Orange 90*190*6cm","EGP 310.00 (Inclusive of VAT)","null","null","null","null"
"1666980645-228","https://www.noon.com/egypt-en/sports-and-outdoors/exercise-and-fitness/yoga-16328/?limit=150&sort%5Bby%5D=popularity&sort%5Bdir%5D=desc","","","Spurt Printed Yoga
Mat 68x24cm …EGP 267.00","https://www.noon.com/egypt-en/printed-yoga-mat-68x24cm/N46040233A/p/?o=f45395c74706092a","Printed Yoga Mat 68x24cm","EGP 267.00 (Inclusive of VAT)","null","null","null","null"
"1666980649-229","https://www.noon.com/egypt-en/sports-and-outdoors/exercise-and-fitness/yoga-16328/?limit=150&sort%5Bby%5D=popularity&sort%5Bdir%5D=desc","","","BODY SCULPTURE
Yoga Brick …EGP 122.00 5.01","https://www.noon.com/egypt-en/yoga-brick/N52252292A/p/?o=d21a82eb7d39131e","Yoga Brick","EGP 122.00 (Inclusive of VAT)","null","5.0","1 Rating","null"
"1666980654-230","https://www.noon.com/egypt-en/sports-and-outdoors/exercise-and-fitness/yoga-16328/?limit=150&sort%5Bby%5D=popularity&sort%5Bdir%5D=desc","","","BODY SCULPTURE
Foam Roller 14 x 33c……EGP 423.00EGP 65335% Off","https://www.noon.com/egypt-en/foam-roller-14-x-33cm/N48000694A/p/?o=fd02cae6ae61289a","Foam Roller 14 x 33cm","EGP 423.00 Inclusive of VAT","EGP 653.00","null","null","35% Off"
"1666980659-231","https://www.noon.com/egypt-en/sports-and-outdoors/exercise-and-fitness/yoga-16328/?limit=150&sort%5Bby%5D=popularity&sort%5Bdir%5D=desc","","","BODY SCULPTURE
Yoga Exercise Mat ……EGP 425.00 5.01","https://www.noon.com/egypt-en/yoga-exercise-mat-with-strap-173x61cm/N20916952A/p/?o=ea8c953d1440d32a","Yoga Exercise Mat With Strap 173x61cm","EGP 425.00 (Inclusive of VAT)","null","5.0","1 Rating","null"
"1666980664-232","https://www.noon.com/egypt-en/sports-and-outdoors/exercise-and-fitness/yoga-16328/?limit=150&sort%5Bby%5D=popularity&sort%5Bdir%5D=desc","","","Spurt 18D-141 Yoga
Roller Blue 30cm …EGP 181.35EGP 26932% Off","https://www.noon.com/egypt-en/18d-141-yoga-roller-blue-30cm/N46040261A/p/?o=aa2dde5b555f268f","18D-141 Yoga Roller Blue 30cm","EGP 181.35 Inclusive of VAT","EGP 269.00","null","null","32% Off"
"1666980670-233","https://www.noon.com/egypt-en/sports-and-outdoors/exercise-and-fitness/yoga-16328/?limit=150&sort%5Bby%5D=popularity&sort%5Bdir%5D=desc","","","USE CODE DISC50 - BUY FOR 500 & GET 50 OFFAthlete Home Floor
Sand Bag …EGP 2500.00","https://www.noon.com/egypt-en/floor-sand-bag/N51237135A/p/?o=b69933347c3bd79d","Floor Sand Bag","EGP 2500.00 (Inclusive of VAT)","null","null","null","null"
"1666980676-234","https://www.noon.com/egypt-en/sports-and-outdoors/exercise-and-fitness/yoga-16328/?limit=150&sort%5Bby%5D=popularity&sort%5Bdir%5D=desc","","","Generic Fitness Mini
Yoga Ball 25cm …EGP 59.90","https://www.noon.com/egypt-en/fitness-mini-yoga-ball-25cm/N40877223A/p/?o=ea0cb2095606991f","Fitness Mini Yoga Ball 25cm","EGP 59.90 (Inclusive of VAT)","null","null","null","null"
"1666980682-235","https://www.noon.com/egypt-en/sports-and-outdoors/exercise-and-fitness/yoga-16328/?limit=150&sort%5Bby%5D=popularity&sort%5Bdir%5D=desc","","","UFIT Yoga Mat With
Carrying Strap & Ba……EGP 319.00","https://www.noon.com/egypt-en/yoga-mat-with-carrying-strap-bag-10-mm-183x61cm/N44711392A/p/?o=cf2ae519fd0d449c","Yoga Mat With Carrying Strap & Bag- 10 Mm 183x61cm","EGP 319.00 (Inclusive of VAT)","null","null","null","null"
"1666980687-236","https://www.noon.com/egypt-en/sports-and-outdoors/exercise-and-fitness/yoga-16328/?limit=150&sort%5Bby%5D=popularity&sort%5Bdir%5D=desc","","","Umiwin Fitness
Stability Balance Yo……EGP 239.00 4.52","https://www.noon.com/egypt-en/fitness-stability-balance-yoga-exercise-ball-75centimeter/N25505106A/p/?o=bc04a1ff4e536f4c","Fitness Stability Balance Yoga Exercise Ball 75centimeter","EGP 239.00 (Inclusive of VAT)","null","4.5","2 Ratings","null"
"1666980692-237","https://www.noon.com/egypt-en/sports-and-outdoors/exercise-and-fitness/yoga-16328/?limit=150&sort%5Bby%5D=popularity&sort%5Bdir%5D=desc","","","Spurt 18D-141 Yoga
Roller Multi Color 30……EGP 210.00EGP 24915% Off","https://www.noon.com/egypt-en/18d-141-yoga-roller-multi-color-30cm/N46040265A/p/?o=a24c899da00f436f","18D-141 Yoga Roller Multi Color 30cm","EGP 210.00 Inclusive of VAT","EGP 249.00","null","null","15% Off"
"1666980697-238","https://www.noon.com/egypt-en/sports-and-outdoors/exercise-and-fitness/yoga-16328/?limit=150&sort%5Bby%5D=popularity&sort%5Bdir%5D=desc","","","kings Yoga Column
Foam Roller Hollow ……EGP 219.00","https://www.noon.com/egypt-en/yoga-column-foam-roller-hollow-massage-bar-fitness-equipment-14-33cm/N44860044A/p/?o=f7d788ef0d0e27dd","Yoga Column Foam Roller Hollow Massage Bar Fitness Equipment 14*33cm","EGP 219.00 (Inclusive of VAT)","null","null","null","null"
"1666980703-239","https://www.noon.com/egypt-en/sports-and-outdoors/exercise-and-fitness/yoga-16328/?limit=150&sort%5Bby%5D=popularity&sort%5Bdir%5D=desc","","","BODY SCULPTURE
Interlocking Mat 3kg …EGP 518.00EGP 66221% Off 5.01","https://www.noon.com/egypt-en/interlocking-mat-3kg/N52165260A/p/?o=c677ac730516096b","Interlocking Mat 3kg","EGP 518.00 Inclusive of VAT","EGP 662.00","5.0","1 Rating","21% Off"
"1666980709-240","https://www.noon.com/egypt-en/sports-and-outdoors/exercise-and-fitness/yoga-16328/?limit=150&sort%5Bby%5D=popularity&sort%5Bdir%5D=desc","","","Fitness Foldable Yoga
Mat With Carry Strap……EGP 350.00EGP 40012% Off 5.02","https://www.noon.com/egypt-en/foldable-yoga-mat-with-carry-strap-72x40cm/N43324421A/p/?o=a67bc60f737c3a1c","Foldable Yoga Mat With Carry Strap 72x40cm","EGP 350.00 Inclusive of VAT","EGP 400.00","5.0","2 Ratings","12% Off"
"1666980714-241","https://www.noon.com/egypt-en/sports-and-outdoors/exercise-and-fitness/yoga-16328/?limit=150&sort%5Bby%5D=popularity&sort%5Bdir%5D=desc","","","USE CODE DISC50 - BUY FOR 500 & GET 50 OFFAthlete Home Fabric
Sand Bag 150cm …EGP 812.50","https://www.noon.com/egypt-en/fabric-sand-bag-150cm/N52997048A/p/?o=d804a11d7730112c","Fabric Sand Bag 150cm","EGP 812.50 (Inclusive of VAT)","null","null","null","null"
"1666980718-242","https://www.noon.com/egypt-en/sports-and-outdoors/exercise-and-fitness/yoga-16328/?limit=150&sort%5Bby%5D=popularity&sort%5Bdir%5D=desc","","","Sports Exercise
Rolling Wheel With ……EGP 250.00","https://www.noon.com/egypt-en/exercise-rolling-wheel-with-yoga-mat-4-wheels-110g/N44723852A/p/?o=fba2b39df39aa50b","Exercise Rolling Wheel With Yoga Mat, 4 Wheels 110g","EGP 250.00 (Inclusive of VAT)","null","null","null","null"
"1666980723-243","https://www.noon.com/egypt-en/sports-and-outdoors/exercise-and-fitness/yoga-16328/?limit=150&sort%5Bby%5D=popularity&sort%5Bdir%5D=desc","","","Mesuca Yoga Mat
with Carry Net - 6mm …EGP 220.00 5.01","https://www.noon.com/egypt-en/yoga-mat-with-carry-net-6mm/N44711572A/p/?o=dd8f9fff373824de","Yoga Mat with Carry Net - 6mm","EGP 220.00 (Inclusive of VAT)","null","5.0","1 Rating","null"
"1666980728-244","https://www.noon.com/egypt-en/sports-and-outdoors/exercise-and-fitness/yoga-16328/?limit=150&sort%5Bby%5D=popularity&sort%5Bdir%5D=desc","","","USE CODE DISC50 - BUY FOR 500 & GET 50 OFFAthlete Home Athlete
Home Exercise Mat ……EGP 200.00","https://www.noon.com/egypt-en/athlete-home-exercise-mat-6-mm-colors-pvc/ZFD35F4A78E5BB5266604Z/p/?o=zfd35f4a78e5bb5266604z-1","Athlete Home Exercise Mat 6 mm colors PVC","EGP 200.00 (Inclusive of VAT)","null","null","null","null"
"1666980733-245","https://www.noon.com/egypt-en/sports-and-outdoors/exercise-and-fitness/yoga-16328/?limit=150&sort%5Bby%5D=popularity&sort%5Bdir%5D=desc","","","SportQ Yoga Mat With
Holder Strap And Ba……EGP 129.00 5.01","https://www.noon.com/egypt-en/yoga-mat-with-holder-strap-and-bag/Z54A91CCF3FC212BD59B7Z/p/?o=z54a91ccf3fc212bd59b7z-1","Yoga Mat With Holder Strap And Bag","EGP 129.00 (Inclusive of VAT)","null","5.0","1 Rating","null"
"1666980739-246","https://www.noon.com/egypt-en/sports-and-outdoors/exercise-and-fitness/yoga-16328/?limit=150&sort%5Bby%5D=popularity&sort%5Bdir%5D=desc","","","USE CODE DISC50 - BUY FOR 500 & GET 50 OFFAthlete Home
Exercise Mat …EGP 199.00","https://www.noon.com/egypt-en/exercise-mat/N51237159A/p/?o=e414de9c544fc90b","Exercise Mat","EGP 199.00 (Inclusive of VAT)","null","null","null","null"
"1666980744-247","https://www.noon.com/egypt-en/sports-and-outdoors/exercise-and-fitness/yoga-16328/?limit=150&sort%5Bby%5D=popularity&sort%5Bdir%5D=desc","","","Generic Pilates
Fitness Circle Ring 3……EGP 110.00 4.25","https://www.noon.com/egypt-en/pilates-fitness-circle-ring-38x38centimeter/N20034883A/p/?o=f23662b071b4290e","Pilates Fitness Circle Ring 38X38centimeter","EGP 110.00 (Inclusive of VAT)","null","4.2","5 Ratings","null"
"1666980749-248","https://www.noon.com/egypt-en/sports-and-outdoors/exercise-and-fitness/yoga-16328/?limit=150&sort%5Bby%5D=popularity&sort%5Bdir%5D=desc","","","body heart Yoga Ball
With Air Pump - 75 c……EGP 275.00","https://www.noon.com/egypt-en/yoga-ball-with-air-pump-75-cm-75centimeter/N16529635A/p/?o=b8f35e2ee784007e","Yoga Ball With Air Pump - 75 cm 75centimeter","EGP 275.00 (Inclusive of VAT)","null","null","null","null"
"1666980755-249","https://www.noon.com/egypt-en/sports-and-outdoors/exercise-and-fitness/yoga-16328/?limit=150&sort%5Bby%5D=popularity&sort%5Bdir%5D=desc","","","Generic Yoga Ball
25centimeter …EGP 59.90","https://www.noon.com/egypt-en/yoga-ball-25centimeter/N36591416A/p/?o=bd045f2fc21a2c9b","Yoga Ball 25centimeter","EGP 59.90 (Inclusive of VAT)","null","null","null","null"
"1666980759-250","https://www.noon.com/egypt-en/sports-and-outdoors/exercise-and-fitness/yoga-16328/?limit=150&sort%5Bby%5D=popularity&sort%5Bdir%5D=desc","","","SportQ Yoga Mat Non
Slip 10Mm Thick Nitr……EGP 270.00","https://www.noon.com/egypt-en/yoga-mat-non-slip-10mm-thick-nitrile-rubber-non-slip-mat-for-home-exercise-and-gym-gym-exercise-10mm/N52752445A/p/?o=fdfd6cdf46c8c36e","Yoga Mat Non Slip 10Mm Thick Nitrile Rubber Non Slip Mat For Home Exercise And Gym Gym Exercise 10mm","EGP 270.00 (Inclusive of VAT)","null","null","null","null"
"1666980767-251","https://www.noon.com/egypt-en/sports-and-outdoors/exercise-and-fitness/yoga-16328/?limit=150&sort%5Bby%5D=popularity&sort%5Bdir%5D=desc","","","USE CODE DISC50 - BUY FOR 500 & GET 50 OFFAthlete Home
Balance Plate Grey ……EGP 250.00","https://www.noon.com/egypt-en/balance-plate-grey-v6146cm/N51237059A/p/?o=f6c1da91d1a8672c","Balance Plate Grey V6146cm","EGP 250.00 (Inclusive of VAT)","null","null","null","null"
"1666980772-252","https://www.noon.com/egypt-en/sports-and-outdoors/exercise-and-fitness/yoga-16328/?limit=150&sort%5Bby%5D=popularity&sort%5Bdir%5D=desc","","","body heart Yoga Ball
With Air Pump - 65 c……EGP 250.00 4.04","https://www.noon.com/egypt-en/yoga-ball-with-air-pump-65-cm-65centimeter/N16529616A/p/?o=ec15e7545a6ee04e","Yoga Ball With Air Pump - 65 cm 65centimeter","EGP 250.00 (Inclusive of VAT)","null","4.0","4 Ratings","null"
"1666980776-253","https://www.noon.com/egypt-en/sports-and-outdoors/exercise-and-fitness/yoga-16328/?limit=150&sort%5Bby%5D=popularity&sort%5Bdir%5D=desc","","","UFIT PVC Yoga Mat
With Carrying Bag - ……EGP 250.00","https://www.noon.com/egypt-en/pvc-yoga-mat-with-carrying-bag-6-mm-183-61-1cm/N44711355A/p/?o=c9e27d3215556adf","PVC Yoga Mat With Carrying Bag - 6 MM 183 × 61 × 1cm","EGP 250.00 (Inclusive of VAT)","null","null","null","null"
"1666980782-254","https://www.noon.com/egypt-en/sports-and-outdoors/exercise-and-fitness/yoga-16328/?limit=150&sort%5Bby%5D=popularity&sort%5Bdir%5D=desc","","","USE CODE DISC50 - BUY FOR 500 & GET 50 OFFAthlete Home Leather
Gym Sand Bag 120c……EGP 750.00","https://www.noon.com/egypt-en/leather-gym-sand-bag-120cm/N52997041A/p/?o=a5bbac76bcbe721f","Leather Gym Sand Bag 120cm","EGP 750.00 (Inclusive of VAT)","null","null","null","null"
"1666980787-255","https://www.noon.com/egypt-en/sports-and-outdoors/exercise-and-fitness/yoga-16328/?limit=150&sort%5Bby%5D=popularity&sort%5Bdir%5D=desc","","","KIMJALY Yoga Mat 8
Mm …EGP 899.00","https://www.noon.com/egypt-en/yoga-mat-8-mm/Z1260A0660CAFADFB0A64Z/p/?o=z1260a0660cafadfb0a64z-1","Yoga Mat 8 Mm","EGP 899.00 (Inclusive of VAT)","null","null","null","null"
"1666980792-256","https://www.noon.com/egypt-en/sports-and-outdoors/exercise-and-fitness/yoga-16328/?limit=150&sort%5Bby%5D=popularity&sort%5Bdir%5D=desc","","","Gymbit Yoga Mat With
Carrying Strap And ……EGP 250.00","https://www.noon.com/egypt-en/yoga-mat-with-carrying-strap-and-bag-10millimeter/N44712209A/p/?o=b95775a18db4a05b","Yoga Mat With Carrying Strap And Bag 10millimeter","EGP 250.00 (Inclusive of VAT)","null","null","null","null"
"1666980797-257","https://www.noon.com/egypt-en/sports-and-outdoors/exercise-and-fitness/yoga-16328/?limit=150&sort%5Bby%5D=popularity&sort%5Bdir%5D=desc","","","USE CODE DISC50 - BUY FOR 500 & GET 50 OFFAthlete Home Athlete
Home Exercise Mat ……EGP 200.00","https://www.noon.com/egypt-en/athlete-home-exercise-mat-6-mm-phosphoric-pvc/Z9ED1A5930C33B31980CFZ/p/?o=z9ed1a5930c33b31980cfz-1","Athlete Home Exercise Mat 6 mm Phosphoric PVC","EGP 200.00 (Inclusive of VAT)","null","null","null","null"
"1666980802-258","https://www.noon.com/egypt-en/sports-and-outdoors/exercise-and-fitness/yoga-16328/?limit=150&sort%5Bby%5D=popularity&sort%5Bdir%5D=desc","","","USE CODE DISC50 - BUY FOR 500 & GET 50 OFFAthlete Home
Exercise Mat 5Mm P……EGP 199.00EGP 30033% Off","https://www.noon.com/egypt-en/exercise-mat-5mm-pvc/ZC1E99B20CC108A95E407Z/p/?o=zc1e99b20cc108a95e407z-1","Exercise Mat 5Mm Pvc","EGP 199.00 Inclusive of VAT","EGP 300.00","null","null","33% Off"
"1666980808-259","https://www.noon.com/egypt-en/sports-and-outdoors/exercise-and-fitness/yoga-16328/?limit=150&sort%5Bby%5D=popularity&sort%5Bdir%5D=desc","","","BODY SCULPTURE
Travel Size Foam Rol……EGP 315.00EGP 36513% Off","https://www.noon.com/egypt-en/travel-size-foam-roller-30x10cm/N52252209A/p/?o=d41bc412e8b599ee","Travel Size Foam Roller 30x10cm","EGP 315.00 Inclusive of VAT","EGP 365.00","null","null","13% Off"
"1666980812-260","https://www.noon.com/egypt-en/sports-and-outdoors/exercise-and-fitness/yoga-16328/?limit=150&sort%5Bby%5D=popularity&sort%5Bdir%5D=desc","","","USE CODE DISC50 - BUY FOR 500 & GET 50 OFFAthlete Home
Exercise Yoga Aerob……EGP 230.30","https://www.noon.com/egypt-en/exercise-yoga-aerobic-ball-65cm/N51237306A/p/?o=f19bdd7f1050d24f","Exercise Yoga Aerobic Ball 65cm","EGP 230.30 (Inclusive of VAT)","null","null","null","null"
"1666980820-261","https://www.noon.com/egypt-en/sports-and-outdoors/exercise-and-fitness/yoga-16328/?limit=150&sort%5Bby%5D=popularity&sort%5Bdir%5D=desc","","","USE CODE DISC50 - BUY FOR 500 & GET 50 OFFAthlete Home Heat
Yoga Ball With Blow……EGP 253.05","https://www.noon.com/egypt-en/heat-yoga-ball-with-blower-75centimeter/N38132275A/p/?o=c98ec42067393dac","Heat Yoga Ball With Blower 75centimeter","EGP 253.05 (Inclusive of VAT)","null","null","null","null"
